brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url
Nokia,8800 Arte,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,Yes  384 kbps,Class 10,Class 10,2007  November. Released 2007  December,Discontinued,109 x 45.6 x 14.6 mm| 65 cc (4.29 x 1.80 x 0.57 in),,5.29,Mini-SIM,OLED  16M colors,2.0 inches (~24.9% screen-to-body ratio),240 x 320 pixels (~200 ppi pixel density),,,,,No,1 GB,,3.15 MP| autofocus,No,Yes,No,No,2,No,,No,microUSB| USB Host,Accelerometer,Removable Li-Ion 1000 mAh battery (BL-4U),Black,610.0,http://cdn2.gsmarena.com/vv/bigpic/nokia-8800-arte.gif
BLU,Tattoo TV,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,,,,Discontinued,111 x 56 x 13.7 mm (4.37 x 2.20 x 0.54 in),104,,Dual SIM (Mini-SIM),TFT  65K colors,2.0 inches,,,,,,microSD  up to 2 GB (dedicated slot),16 MB,,,No,Yes,No,No,1.2,No,,FM radio,,,Removable Li-Ion 750 mAh battery,Black| White| Blue| Pink| Yellow| Green,,http://cdn2.gsmarena.com/vv/bigpic/blu-tattoo-tv.jpg
verykool,s5007 Lotus Plus,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2017  April,Available. Released 2017  April,144.8 x 72.8 x 9.8 mm (5.70 x 2.87 x 0.39 in),148,5.22,Dual SIM (Micro-SIM/ Mini-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~65.4% screen-to-body ratio),480 x 854 pixels (~196 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.2 GHz Cortex-A7,Spreadtrum SC7731C,Mali-400,microSD  up to 32 GB,8 GB,1 GB RAM,8 MP| f/2.8| autofocus| LED flash,5 MP| f/2.8,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,2.1| A2DP,Yes with A-GPS,,Stereo FM radio,microUSB 2.0,Accelerometer| proximity,Li-Ion 2000 mAh battery,Black| White| Rose Gold,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s5007.jpg
Sagem,MW 3020,GSM,GSM 900 / 1800 ,,,,No,No,2001,Discontinued,105 x 45 x 18 mm| 79 cc (4.13 x 1.77 x 0.71 in),112,3.95,Mini-SIM,Monochrome graphic,,up to 7 lines,,,,,No,,,,,Yes,No,No,,No,,No,,,Removable NiMH battery,,,http://cdn2.gsmarena.com/vv/bigpic/samw3020.gif
Samsung,Galaxy Pro B7510,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA 7.2/0.384 Mbps,,Class 12,2011  March,Available. Released 2011  April,108.6 x 66.7 x 10.7 mm (4.28 x 2.63 x 0.42 in),103.4,3.63,Mini-SIM,TFT capacitive touchscreen  256K colors,2.8 inches (~33.5% screen-to-body ratio),320 x 240 pixels (~143 ppi pixel density),Android 2.2.2 (Froyo),800 MHz ARMv6,,,microSD  up to 32 GB (dedicated slot)  2 GB included,,270 MB RAM (160 MB user available),3.15 MP| autofocus| ,No,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,3.0| A2DP,Yes with A-GPS,,Stereo FM radio| RDS,,Accelerometer| proximity| compass,Removable Li-Ion 1350 mAh battery,,120.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-pro.jpg
verykool,s5530 Maverick II,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,,Yes,2016  June,Available. Released 2016  June,,156,5.5,Dual SIM (Micro-SIM/Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~68.3% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6580,Mali-400MP2,microSD  up to 32 GB,8 GB,1 GB RAM,13 MP| f/2.4| autofocus| LED flash,5 MP| f/2.8| LED flash,,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP| LE,,,Stereo FM radio,microUSB 2.0,Accelerometer| proximity,Li-Ion 2800 mAh battery,Gray,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s5530.jpg
,SMT5700,GSM,GSM 850 / 1800 / 1900 ,,,,Class 10,Class 10,2007  November,Discontinued,112 x 60 x 14 mm (4.41 x 2.36 x 0.55 in),,,Mini-SIM,,,320 x 240 pixels,Microsoft Windows Mobile 5.0 PocketPC,260 MHz,TI OMAP V1030,,microSD (dedicated slot),,,2 MP,No,Yes,No,No,1.2| A2DP,No,,No,Yes,,Removable Li-Ion battery,Gray,,http://cdn2.gsmarena.com/vv/bigpic/att-5700.jpg
,Superfone Punk A44,,,,,,Yes,No,2012  August,Available. Released 2012  August,112 x 62 x 14.3 mm (4.41 x 2.44 x 0.56 in),,,Dual SIM (Mini-SIM),TFT capacitive touchscreen  65K colors,3.5 inches (~54.6% screen-to-body ratio),240 x 320 pixels (~114 ppi pixel density),Android 2.3.6 (Gingerbread),800 MHz Cortex-A9,Mediatek MT6513,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),,512 MB RAM,2 MP,No,Yes,Yes,Wi-Fi 802.11 b/g/n,2,,,FM radio,,,Removable Li-Ion 1200 mAh battery,White,60.0,
Philips,,GSM,GSM 900 / 1800 ,,,,Class 12,No,2008  October. Released 2009  June,Discontinued,104 x 44 x 13.7 mm (4.09 x 1.73 x 0.54 in),,2.65,Mini-SIM,CSTN  65K colors,1.8 inches (~22.3% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,,2 MB,,,,Yes,No,No,No,No,,FM radio,No,,Removable Li-Ion battery,Black,60.0,http://cdn2.gsmarena.com/vv/bigpic/philips-e100.jpg
Sagem,MC 950,GSM,GSM 900 / 1800 ,,,,No,No,2000,Discontinued,116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in),95,3.35,Mini-SIM,Monochrome graphic,,up to 7 lines,,,,,No,,,,,Yes,No,No,No,No,,,,,Removable Li-Ion battery,,,http://cdn2.gsmarena.com/vv/bigpic/samc950b.gif
Maxwest,Orbit 5400,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,HSPA 7.2/5.76 Mbps,Class 12,Class 12,2013  April,Available. Released 2013  June,143 x 74.2 x 9.6 mm (5.63 x 2.92 x 0.38 in),170,,Dual SIM,TFT capacitive touchscreen  16M colors,5.0 inches (~65.0% screen-to-body ratio),,Android 4.1.2 (Jelly Bean),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,8 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,3.0| A2DP,Yes with A-GPS,,Stereo FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Black| Black/Red| White,,http://cdn2.gsmarena.com/vv/bigpic/maxwest-orbit-5400.jpg
Lenovo,S800,GSM,,,,,Yes,Yes,,Available,120.5 x 48.5 x 13 mm (4.74 x 1.91 x 0.51 in),124,4.37,Dual SIM (Mini-SIM),Transparent  monochrome,2.4 inches (~30.5% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,Mediatek MT6253,,microSD  up to 16 GB (dedicated slot),,,2 MP,No,Yes,No,No,2.0| A2DP,No,,FM radio| recording,miniUSB,Accelerometer,,Black| White,160.0,
LG,KF757 Secret,GSM / HSPA,GSM 900 / 1800 / 1900 ,HSDPA 2100 ,,HSPA 3.6/0.384 Mbps,Class 10,Class 10,2008  April. Released 2008  June,Discontinued,102.8 x 50.8 x 11.8 mm (4.05 x 2.0 x 0.46 in),116,4.09,Mini-SIM,TFT resistive touchscreen  256K colors,2.4 inches (~34.2% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 4 GB (dedicated slot),100 MB,,5 MP| autofocus| LED flash,Videocall camera,Yes,No,Yes| Wi-Fi 802.11b/g| UMA technology,2.0| A2DP,No,,Stereo FM radio| RDS,2,Accelerometer,Removable Li-Ion 800 mAh battery,Black| Ruby Violet| Titan Gold,110.0,http://cdn2.gsmarena.com/vv/bigpic/lg-kf757.jpg
Philips,Xenium X523,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Class 12,Yes,2011  April. Released 2011  Q2,Discontinued,117.5 x 51 x 15 mm (4.63 x 2.01 x 0.59 in),116.8,4.09,Dual SIM (Mini-SIM),TFT  256K colors,2.4 inches (~29.8% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,,78 MB,,3.15 MP,No,Yes,Yes,No,2.1| A2DP,No,,FM radio,miniUSB 2.0,,Removable Li-Ion 2000 mAh battery,Red/Black,,http://cdn2.gsmarena.com/vv/bigpic/philips-xenium-X523.jpg
Icemobile,,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,Yes,No,2012,Available,100 x 51.2 x 17.6 mm (3.94 x 2.02 x 0.69 in),100,3.53,Dual SIM (Mini-SIM),TFT touchscreen,2.4 inches (~34.8% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,2 MP,VGA,No,No,No,Yes,,,Stereo FM radio,miniUSB,,Removable Li-Ion 700 mAh battery,Black| Red| White,,
Celkon,C2,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Yes,No,2011,Discontinued,99 x 56 x 9 mm (3.90 x 2.20 x 0.35 in),75,2.65,Dual SIM (Mini-SIM),TFT,1.8 inches (~17.7% screen-to-body ratio),160 x 228 pixels (~155 ppi pixel density),,,,,microSD  up to 4 GB (dedicated slot),,,1.3 MP,No,Yes,No,,Yes,No,,Stereo FM radio,Yes,,Removable Li-Ion 1000 mAh battery,Black| White| Gray,,http://cdn2.gsmarena.com/vv/bigpic/celkon-c2.jpg
Karbonn,S7 Titanium,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,Yes,Yes,2013  November,,143.5 x 72 x 9.3 mm (5.65 x 2.83 x 0.37 in),,,Dual SIM,Capacitive touchscreen  16M colors,5.0 inches (~66.7% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 1.5 GHz,,,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,13 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio,Yes,Accelerometer| gyro| proximity| compass,Li-Ion 2000 mAh battery,Black,180.0,http://cdn2.gsmarena.com/vv/bigpic/karbonn-titanium-s7.jpg
Panasonic,G600,GSM,GSM 900 ,,,,No,No,1998,Discontinued,132 x 45 x 18 mm (5.20 x 1.77 x 0.71 in),128,4.52,Mini-SIM,Monochrome graphic,,4 x 16 chars,,,,,No,,,,,No,No,,No,No,,No,,,Removable Li-Ion battery,,,http://cdn2.gsmarena.com/vv/bigpic/pag600b.gif
LG,F2100,GSM,GSM 900 / 1800 ,,,,Class 10,No,2004  3Q,Discontinued,90 x 47 x 23 mm (3.54 x 1.85 x 0.91 in),90,3.17,Mini-SIM,TFT  256K colors,,128 x 160 pixels| 7 lines,,,,,No,4 MB,,VGA| LED flash,No,Yes with stereo speakers,No,,,No,,No,,,Removable Li-Ion 800 mAh battery,,,http://cdn2.gsmarena.com/vv/bigpic/lgf2100.gif
alcatel,OT-C717,GSM,GSM 900 / 1800 ,,,,Class 10,No,2007  February,Discontinued,,85,3,Mini-SIM,TFT  65K colors,1.8 inches (~24.7% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD (dedicated slot),10 MB,,,No,Yes,No,No,2.0| A2DP,No,,No,2,,Removable Li-Ion 720 mAh battery,Silver,,http://cdn2.gsmarena.com/vv/bigpic/alcatel-c717.gif
Haier,V190,GSM,GSM 900 / 1800 ,,,,Class 10,No,2004,Discontinued,106 x 46 x 18.8 mm (4.17 x 1.81 x 0.74 in),90,3.17,Mini-SIM,65K colors,,128 x 128 pixels,,,,,No,,,CIF,No,No,No,No,No,No,,No,,,Removable Li-Ion 720 mAh battery,,,http://cdn2.gsmarena.com/vv/bigpic/hav190.gif
Motorola,Talkabout T191,GSM,GSM 900 / 1800 ,,,,No,No,2001,Discontinued,106 x 40 x 15 mm| 66 cc (4.17 x 1.57 x 0.59 in),80,,Mini-SIM,Monochrome graphic,,98 x 64 pixels| 5 lines,,,,,No,,,,,No,No,No,No,No,,,,,Removable Li-Ion battery,Silver,,http://cdn2.gsmarena.com/vv/bigpic/mot191.gif
Toshiba,903T,GSM / UMTS,GSM 900 / 1800 / 1900 ,UMTS 2100 ,,,Yes,No,2005  September,Discontinued,,149,5.26,Mini-SIM,TFT  260K colors,2.4 inches (~32.1% screen-to-body ratio),,,,,,SD,,,2 MP| autofocus,VGA videocall camera,No,No,No,Yes,Yes,,No,Yes,,Removable Li-Ion 720 mAh battery,Blaze Orange| Deep Sea Blue| Haze White,,http://cdn2.gsmarena.com/vv/bigpic/toshiba-903T.gif
verykool,sl5009 Jet,GSM / HSPA / LTE,,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,LTE band 2(1900)| 4(1700/2100)| 5(850)| 7(2600)| 17(700),HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  September,,147 x 72.5 x 8.9 mm (5.79 x 2.85 x 0.35 in),165,5.82,,,5.0 inches (~64.6% screen-to-body ratio),480 x 854 pixels (~196 ppi pixel density),Android 5.1 (Lollipop),,Mediatek MT6735M,Mali-T720MP2,microSD  up to 64 GB,8 GB,1 GB RAM,8 MP| autofocus| LED flash,1.3 MP| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP| LE,Yes with A-GPS,,Stereo FM radio,microUSB 2.0,Accelerometer| proximity,,,,http://cdn2.gsmarena.com/vv/bigpic/verykool-sl5009.jpg
Motorola,Moto E3,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800)| 38(2600)| 40(2300)| 41(2500),HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  July,,143.8 x 71.6 x 8.5 mm (5.66 x 2.82 x 0.33 in),140.6,4.97,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.9% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.0 GHz Cortex-A53,,,microSD  up to 32 GB (dedicated slot),,1 GB RAM,8 MP| autofocus| LED flash,,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| LE,Yes with A-GPS GLONASS,,FM radio| RDS,microUSB 2.0| USB Host,Accelerometer| proximity,Removable Li-Ion 2800 mAh battery,Black| White,120.0,http://cdn2.gsmarena.com/vv/bigpic/motorola-moto-e3.jpg
Samsung,I8700 Omnia 7,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,,Class 12,Class 12,2010  October. Released 2010  October,Discontinued,122.4 x 64.2 x 11 mm (4.82 x 2.53 x 0.43 in),138.2,4.87,Mini-SIM,Super AMOLED capacitive touchscreen  16M colors,4.0 inches (~58.0% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Microsoft Windows Phone 7,1.0 GHz Scorpion,Qualcomm QSD8250 Snapdragon S1,Adreno 200,No,8/16 GB,,,No,Yes,Yes,Wi-Fi 802.11 b/g/n,2.1| A2DP,Yes with A-GPS,,Stereo FM radio| RDS,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1500 mAh battery,Black,150.0,
Chea,168,GSM,GSM 900 / 1800 ,,,,No,No,2Q  2003,,106 x 45 x 20 mm (4.17 x 1.77 x 0.79 in),80,2.82,Mini-SIM,FSTN  monochrome graphics,,,,,,,No,,,,,Yes,No,,No,No,,No,,,Removable Li-Ion 650 mAh battery,,,http://cdn2.gsmarena.com/vv/bigpic/ch168.gif
BLU,Dash XL,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1700(AWS) / 1900 - D710U,,HSPA 21.1/5.76 Mbps,Yes,Yes,2016  November,Available. Released 2016  November,155 x 78.1 x 9.4 mm (6.10 x 3.07 x 0.37 in),168,5.93,Dual SIM (Micro-SIM),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~68.9% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6580,Mali-400,microSD  up to 64 GB,8 GB,1 GB RAM,5 MP| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Li-Po 2500 mAh battery,Gray| Rose gold,,http://cdn2.gsmarena.com/vv/bigpic/blu-dxl.jpg
,MX 4-core,GSM / HSPA,,HSDPA 850 / 900 / 1700 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,Class 12,Class 12,2012  April,Available. Released 2012  August,121.3 x 63.3 x 10.3 mm (4.78 x 2.49 x 0.41 in),139,4.9,Micro-SIM,ASV capacitive touchscreen  16M colors,4.0 inches (~62.0% screen-to-body ratio),640 x 960 pixels (~288 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Quad-core 1.4 GHz Cortex-A9,,Mali-400,,32/64 GB,1 GB RAM,8 MP| f/2.2| autofocus| LED flash| ,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,,Yes with A-GPS,,No,microUSB 2.0 (MHL TV-out)| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 1700 mAh battery,Black (front)/ white| green| blue| pink| violet (back),310.0,http://cdn2.gsmarena.com/vv/bigpic/meizu-mx-quad-core.jpg
LG,S5000,GSM,GSM 900 / 1800 / 1900 ,,,,Class 10,,2005  October,Discontinued,90 x 46.2 x 23 mm (3.54 x 1.82 x 0.91 in),,3.35,Mini-SIM,AMOLED  256K colors,,128 x 160 pixels,,,,,No,,,1.3 MP| LED flash,No,Yes,No,No,1.2,No,,No,,,Removable Li-Ion battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/lg-s5000.gif
HTC,Desire 601 dual sim,,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2013  November,Available. Released 2013  December,134.5 x 66.7 x 9.9 mm (5.30 x 2.63 x 0.39 in),130,4.59,Dual SIM (Micro-SIM| dual stand-by),TFT capacitive touchscreen  16M colors,4.5 inches (~62.2% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),Android 4.2.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,,Broadcom VideoCore IV,microSD  up to 64 GB (dedicated slot),4 GB,1 GB RAM,5 MP| autofocus| LED flash,,Yes with stereo speakers,Yes,Wi-Fi 802.11 a/b/g/n| Wi-Fi Direct| hotspot| DLNA,4.0| A2DP| aptX,Yes with A-GPS GLONASS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Po 2100 mAh battery,Black| Red| White,270.0,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-601-dual-sim.jpg
Samsung,Galaxy S5 Neo,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 - G903F,LTE band 1(2100)| 3(1800)| 5(850)| 7(2600)| 8(900)| 20(800) - G903F,HSPA 42.2/5.76 Mbps  LTE-A Cat6 300/50 Mbps,Yes,Yes,2015  August,Available. Released 2015  August,142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),145,,Micro-SIM,,,1080 x 1920 pixels (~432 ppi pixel density),Android 5.1.1 (Lollipop)| upgradable to 6.0.1 (Marshmallow),Octa-core 1.6 GHz Cortex-A53,Exynos 7580 Octa,Mali-T720MP2,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,16 MP| f/1.9| 31mm| autofocus| LED flash,5 MP| f/1.9| 23mm| 1080p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n/ac| dual-band| Wi-Fi Direct| hotspot,4.1| A2DP| EDR| LE,Yes with A-GPS GLONASS,Yes,FM radio,microUSB 2.0| USB On-The-Go,Accelerometer| gyro| proximity| compass| heart rate,Removable Li-Ion 2800 mAh battery,Black| Gray| Gold,350.0,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-neo.jpg
Lenovo,S880,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 - SIM 1 only,,HSPA 7.2/5.76 Mbps,Yes,Yes,2012  August,Available. Released 2012  September,142 x 78 x 9.9 mm (5.59 x 3.07 x 0.39 in),196,6.91,,TFT capacitive touchscreen  16M colors,5.0 inches (~64.2% screen-to-body ratio),480 x 800 pixels (~187 ppi pixel density),Android 4.0 (Ice Cream Sandwich),1.0 GHz Cortex-A9,Mediatek MT6575,,microSD  up to 32 GB (dedicated slot),4 GB,,5 MP| autofocus,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,,Yes with A-GPS,,FM radio; FM transmitter; built-in antenna,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 2250 mAh battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/lenovo-lephone-s880.jpg
HTC,Desire 326G dual sim,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  April,Available. Released 2015  June,139.7 x 69.6 x 9.7 mm (5.5 x 2.74 x 0.38 in),146,5.15,Dual SIM (Micro-SIM| dual stand-by),Capacitive touchscreen  16M colors,4.5 inches (~57.4% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),,,Spreadtrum SC7731G,,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP| 720p,Yes,,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,White Birch| Black Onyx,130.0,http://cdn2.gsmarena.com/vv/bigpic/htc-desire-326g.jpg
Lenovo,A6600,GSM / HSPA / LTE,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 5(850) - India,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2016  September,Available. Released 2016  October,141 x 71 x 8.8 mm (5.55 x 2.80 x 0.35 in),142,5.01,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~68.8% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0 (Marshmallow),Quad-core 1.0 GHz Cortex-A53,Mediatek MT6735P,Mali-T720MP2,microSD  up to 32 GB (dedicated slot),,1 GB RAM,,2 MP,Yes,Yes,,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Po 2300 mAh battery,Black| White,110.0,http://cdn2.gsmarena.com/vv/bigpic/lenovo-a6600.jpg
Unnecto,Primo,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,Yes,No,2013,Available. Released 2013,108 x 46 x 13.2 mm (4.25 x 1.81 x 0.52 in),70,2.47,Single SIM or Dual SIM (dual stand-by),TFT,1.8 inches (~20.5% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),32 MB ,32 MB,Yes,No,Yes,Yes,No,Yes,No,,FM radio,Yes,,,Black Grey| Black Red| White Blue| White Pink| Blue,,http://cdn2.gsmarena.com/vv/bigpic/unnecto-primo.jpg
Huawei,G6310,,GSM 850 / 900 / 1800 / 1900 ,,,,Yes,Yes,2012  Q2,,113 x 59.8 x 12.5 mm (4.45 x 2.35 x 0.49 in),,,Dual SIM (Mini-SIM),TFT  256K colors,2.4 inches (~26.4% screen-to-body ratio),320 x 240 pixels (~167 ppi pixel density),,MT6235,,,microSD  up to 16 GB (dedicated slot),1 GB ROM,256 MB RAM,2 MP,No,Yes,Yes,,2.1| A2DP,No,,FM radio,microUSB 2.0,,Removable Li-Ion 1000 mAh battery,,50.0,http://cdn2.gsmarena.com/vv/bigpic/huawei-g6310.jpg
XOLO,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 3(1800)| 5(850)| 40(2300),HSPA 21.1/5.76 Mbps  LTE Cat4 150/50 Mbps,,Yes,,Available. Released 2016  September,145.5 x 72 x 8.6 mm (5.73 x 2.83 x 0.34 in),,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~65.8% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0 (Marshmallow),,Spreadtrum SC9832A,Mali-400MP3,microSD  up to 32 GB,8 GB,1 GB RAM,,5 MP| dual-LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Po 2500 mAh battery,Black| Brown/Gold,,http://cdn2.gsmarena.com/vv/bigpic/xolo-era-1x.jpg
BQ,Aquaris U Plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 20(800),HSPA  LTE,Yes,Yes,2016  September,Available. Released 2016  September,143.2 x 72.2 x 8.7 mm (5.64 x 2.84 x 0.34 in),139,4.9,Dual SIM (Nano-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.7% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 6.0.1 (Marshmallow)| planned upgrade to 7.0 (Nougat),Octa-core 1.4 GHz Cortex-A53,Qualcomm MSM8937 Snapdragon 430,Adreno 505,,,2 GB RAM or 32 GB| 3 GB RAM,16 MP| f/2.0| phase detection autofocus| LED flash,5 MP| f/2.4| 1080p,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.2| A2DP| LE,Yes with A-GPS GLONASS,,FM radio,microUSB 2.0| USB On-The-Go,Fingerprint (rear-mounted)| accelerometer| gyro| proximity| compass,Non-removable Li-Po 3050 mAh battery,Black| Gold,220.0,http://cdn2.gsmarena.com/vv/bigpic/bq-aquaris-u-plus.jpg
