restaurant_name,cuisine,area,rating,cost_for_two,online_order,book_table,votes,phone,address
Burger Palace,Continental,MG Road,4.4,1000,No,Yes,248,2158451943,56 Brigade Road Bangalore
Sushi House,French,Indiranagar,3.7,1500,No,Yes,2087,4651246592,21 Brigade Road Bangalore
Sushi House,Thai,HSR Layout,4.6,300,No,Yes,1607,1984566334,21 Electronic City Bangalore
Noodle Bar,Italian,BTM Layout,4.2,500,Yes,No,2002,4051079251,4 Electronic City Bangalore
Pizza Express,Italian,Indiranagar,3.7,700,No,No,1446,539903907,24 Electronic City Bangalore
Steak House,Mediterranean,Marathahalli,4.8,300,Yes,Yes,1360,6121234163,34 Koramangala Bangalore
Noodle Bar,Chinese,JP Nagar,4.8,1500,Yes,No,1070,3995002459,22 Brigade Road Bangalore
Taco Bell,Fast Food,HSR Layout,4.5,500,No,No,669,8039373943,12 Electronic City Bangalore
Burger Palace,Japanese,HSR Layout,4.7,1000,No,Yes,499,6270322169,46 MG Road Bangalore
Steak House,Indian,Indiranagar,4.3,300,No,Yes,3586,235797537,88 Brigade Road Bangalore
Noodle Bar,Mexican,Whitefield,3.8,1500,Yes,No,337,1963226035,67 Brigade Road Bangalore
Seafood Shack,Fast Food,Koramangala,3.2,700,Yes,Yes,4707,7023641809,66 Indiranagar Bangalore
Noodle Bar,American,Whitefield,3.6,1000,No,No,3844,2654680904,76 Brigade Road Bangalore
Fried Chicken Co,Mexican,BTM Layout,5.0,1000,No,No,121,9019529700,44 JP Nagar Bangalore
Italian Bistro,Thai,Marathahalli,3.3,500,Yes,No,3352,2509300979,18 Whitefield Bangalore
Italian Bistro,Italian,Brigade Road,3.2,300,Yes,Yes,576,7637934719,31 MG Road Bangalore
Taco Bell,American,Indiranagar,3.4,1500,Yes,Yes,955,3517536729,94 Electronic City Bangalore
Italian Bistro,Chinese,Marathahalli,3.1,1000,Yes,No,4915,7678687125,61 Brigade Road Bangalore
Sushi House,Japanese,Whitefield,4.6,300,Yes,No,2526,6496165766,64 Whitefield Bangalore
Burger Palace,Japanese,Koramangala,3.5,300,No,Yes,4790,1390627008,25 Electronic City Bangalore
Burger Palace,Chinese,Whitefield,3.1,1500,Yes,No,4362,8284049110,60 Koramangala Bangalore
Mexican Fiesta,Italian,Electronic City,4.1,1500,No,No,4054,8026222337,23 Brigade Road Bangalore
Taco Bell,Chinese,Koramangala,3.8,2000,Yes,No,749,681745963,97 Electronic City Bangalore
Spice Garden,Thai,Marathahalli,4.5,1000,Yes,Yes,517,4060967320,65 Koramangala Bangalore
Burger Palace,Mexican,BTM Layout,3.9,2000,Yes,Yes,1902,9576239427,62 BTM Layout Bangalore
Burger Palace,Italian,Brigade Road,3.8,700,Yes,Yes,1100,8438714014,9 MG Road Bangalore
Coffee Corner,Italian,Indiranagar,3.9,700,No,Yes,3707,6281891131,69 HSR Layout Bangalore
Noodle Bar,Thai,MG Road,4.8,1000,No,Yes,3172,6635756289,13 Koramangala Bangalore
Vegan Heaven,Mediterranean,HSR Layout,4.1,500,No,No,4092,9554882262,64 HSR Layout Bangalore
Coffee Corner,Italian,BTM Layout,4.3,300,No,No,1852,6671155417,38 MG Road Bangalore
Seafood Shack,Korean,JP Nagar,3.7,2000,Yes,No,2461,1378277275,79 JP Nagar Bangalore
Mediterranean Delight,Fast Food,JP Nagar,4.6,700,No,Yes,2927,776213108,43 MG Road Bangalore
Burger Palace,Indian,Indiranagar,3.2,300,Yes,No,2901,1004147733,69 BTM Layout Bangalore
Mediterranean Delight,Mediterranean,Whitefield,4.4,1000,No,No,3939,8822372152,39 HSR Layout Bangalore
Sushi House,Chinese,Whitefield,4.2,300,No,No,2561,5943609716,99 Marathahalli Bangalore
Seafood Shack,Mediterranean,Electronic City,3.8,1500,Yes,No,4710,7104323023,10 JP Nagar Bangalore
Steak House,Fast Food,Indiranagar,3.4,2000,Yes,No,924,3806703052,29 Indiranagar Bangalore
Golden Dragon,Thai,Electronic City,3.9,300,Yes,No,3812,6555196318,53 Whitefield Bangalore
Golden Dragon,French,MG Road,3.1,700,No,No,1864,5943147162,72 MG Road Bangalore
Spice Garden,French,Whitefield,4.2,700,Yes,Yes,556,8202405095,23 Brigade Road Bangalore
Mediterranean Delight,Mexican,BTM Layout,3.6,2000,Yes,No,2184,6930309348,57 MG Road Bangalore
Pizza Express,Fast Food,Brigade Road,3.6,2000,No,No,1606,4639046904,77 HSR Layout Bangalore
Vegan Heaven,Japanese,Brigade Road,3.6,2000,Yes,No,4313,9161509367,96 Brigade Road Bangalore
Curry House,Thai,BTM Layout,4.4,1000,Yes,No,562,870742727,26 Brigade Road Bangalore
Burger Palace,Thai,Whitefield,4.2,2000,No,No,728,9410615608,37 Koramangala Bangalore
Coffee Corner,Japanese,Brigade Road,3.5,1000,Yes,Yes,1662,4434775334,41 MG Road Bangalore
Noodle Bar,Mediterranean,JP Nagar,3.6,2000,No,No,3228,774532235,71 Whitefield Bangalore
Mexican Fiesta,Thai,Marathahalli,4.4,700,Yes,No,655,7451479688,75 MG Road Bangalore
Steak House,Indian,JP Nagar,3.0,1500,Yes,Yes,1088,9452596551,28 Indiranagar Bangalore
Taco Bell,Chinese,JP Nagar,3.3,2000,No,No,252,7436173901,64 Electronic City Bangalore
Spice Garden,Chinese,HSR Layout,4.9,1000,No,Yes,661,8067501648,81 Koramangala Bangalore
Taco Bell,Mediterranean,HSR Layout,3.5,500,No,Yes,2102,7429493076,66 Electronic City Bangalore
Italian Bistro,Korean,Indiranagar,4.6,300,No,Yes,1536,4987419594,87 JP Nagar Bangalore
Italian Bistro,Mexican,Indiranagar,3.3,700,No,Yes,4137,6909502371,40 Indiranagar Bangalore
Bakery Sweet,Thai,JP Nagar,4.2,500,No,No,2139,968808001,6 Koramangala Bangalore
Steak House,Japanese,HSR Layout,4.2,1000,No,No,781,7534190692,46 Indiranagar Bangalore
Steak House,Continental,HSR Layout,4.7,500,No,Yes,2067,990891904,53 Marathahalli Bangalore
Vegan Heaven,French,MG Road,3.3,700,Yes,Yes,2916,6486644235,34 Koramangala Bangalore
Mediterranean Delight,Mediterranean,Marathahalli,3.8,2000,No,No,2603,410043450,67 Electronic City Bangalore
Seafood Shack,French,MG Road,3.5,2000,No,No,352,8900617513,58 JP Nagar Bangalore
Pizza Express,Chinese,Koramangala,4.7,1000,No,No,2306,4641994244,88 JP Nagar Bangalore
Burger Palace,Korean,Whitefield,4.7,300,Yes,No,877,4733178774,60 MG Road Bangalore
Sushi House,Mediterranean,JP Nagar,3.0,500,No,No,4128,7321770676,46 Indiranagar Bangalore
Ice Cream Parlor,French,Marathahalli,4.2,700,No,No,3544,7860520912,4 HSR Layout Bangalore
Taco Bell,Thai,HSR Layout,3.7,2000,Yes,Yes,389,1150781955,70 MG Road Bangalore
Italian Bistro,Indian,MG Road,4.6,300,No,Yes,4400,2978527261,87 JP Nagar Bangalore
Spice Garden,Fast Food,Marathahalli,5.0,2000,Yes,Yes,4679,5538329801,63 Marathahalli Bangalore
Fried Chicken Co,Korean,Indiranagar,4.8,300,No,No,529,2807479256,46 BTM Layout Bangalore
Curry House,Japanese,Whitefield,4.8,700,Yes,Yes,4157,3283786208,77 MG Road Bangalore
Taco Bell,French,Electronic City,4.6,700,No,Yes,2343,3103198326,75 BTM Layout Bangalore
BBQ Junction,Thai,JP Nagar,4.3,700,Yes,No,3251,1192259389,16 MG Road Bangalore
Mexican Fiesta,Thai,JP Nagar,3.2,1500,Yes,No,72,6154902889,56 MG Road Bangalore
Mediterranean Delight,Mediterranean,Marathahalli,4.8,300,No,No,2245,5043909893,77 JP Nagar Bangalore
Fried Chicken Co,Continental,Whitefield,4.3,1000,No,Yes,4212,9149620883,67 Indiranagar Bangalore
Bakery Sweet,Mexican,Brigade Road,4.9,1000,No,Yes,2000,7664980353,68 HSR Layout Bangalore
Italian Bistro,Chinese,Electronic City,3.2,1500,No,Yes,2289,4426584249,21 Marathahalli Bangalore
Ice Cream Parlor,Italian,Brigade Road,3.2,1000,No,No,3850,5973503596,33 JP Nagar Bangalore
Steak House,Mexican,Marathahalli,3.8,700,No,Yes,1543,171504809,12 Whitefield Bangalore
Burger Palace,Japanese,HSR Layout,3.5,1000,No,No,2150,190598720,85 Indiranagar Bangalore
Golden Dragon,Italian,BTM Layout,4.9,500,Yes,Yes,1483,2909224831,39 Whitefield Bangalore
Curry House,Mediterranean,Koramangala,4.1,700,No,No,4394,5901618131,17 BTM Layout Bangalore
Fried Chicken Co,Mexican,Brigade Road,3.4,300,No,Yes,3132,7822723661,6 Koramangala Bangalore
Mexican Fiesta,Fast Food,Brigade Road,3.1,1000,Yes,Yes,2798,5981809500,63 JP Nagar Bangalore
Burger Palace,Fast Food,Whitefield,4.5,1500,No,Yes,2310,4750126928,90 BTM Layout Bangalore
Curry House,Thai,MG Road,3.1,300,Yes,No,1326,3298718732,21 Koramangala Bangalore
Mexican Fiesta,Indian,MG Road,3.3,1500,No,No,4806,1336689132,58 Indiranagar Bangalore
Ice Cream Parlor,French,Indiranagar,4.3,300,No,Yes,3624,1362095015,70 MG Road Bangalore
Bakery Sweet,Korean,Koramangala,3.5,500,Yes,No,3815,8655487198,91 Whitefield Bangalore
Seafood Shack,Fast Food,MG Road,3.8,1500,Yes,Yes,4925,2095316829,25 HSR Layout Bangalore
Golden Dragon,Italian,Indiranagar,4.9,300,No,No,664,5149717823,20 Koramangala Bangalore
Curry House,Italian,Electronic City,4.3,2000,Yes,Yes,549,5813827517,8 MG Road Bangalore
Taco Bell,Korean,Koramangala,4.0,1000,Yes,No,1098,44425197,90 Koramangala Bangalore
Mediterranean Delight,Mediterranean,Brigade Road,3.4,300,Yes,Yes,2038,6475786088,95 Indiranagar Bangalore
Curry House,Indian,Indiranagar,4.4,1500,No,Yes,2367,5450373977,87 BTM Layout Bangalore
Bakery Sweet,Korean,Indiranagar,5.0,1500,Yes,Yes,2014,6025045166,39 Electronic City Bangalore
Noodle Bar,Fast Food,HSR Layout,3.6,1500,Yes,Yes,3430,8315547107,61 Brigade Road Bangalore
Steak House,French,Brigade Road,4.2,700,Yes,Yes,2270,2282830794,74 Whitefield Bangalore
Noodle Bar,Mexican,Marathahalli,4.1,500,Yes,Yes,4856,3948428775,74 Koramangala Bangalore
Burger Palace,Italian,MG Road,4.7,1000,Yes,No,1184,4828421855,86 Electronic City Bangalore
Fried Chicken Co,Continental,BTM Layout,3.1,700,Yes,No,402,2210207459,33 Indiranagar Bangalore
Coffee Corner,Korean,Whitefield,4.4,1500,Yes,Yes,4475,120174499,41 BTM Layout Bangalore
Mexican Fiesta,Mexican,BTM Layout,3.8,500,Yes,Yes,3717,6382392920,71 Marathahalli Bangalore
Mediterranean Delight,Italian,Whitefield,5.0,300,Yes,Yes,4626,5535082461,80 Electronic City Bangalore
Golden Dragon,Thai,Koramangala,3.8,300,No,No,4651,9999182029,38 MG Road Bangalore
Coffee Corner,Korean,HSR Layout,4.2,500,Yes,Yes,2758,5070582400,58 MG Road Bangalore
Pizza Express,Mediterranean,Brigade Road,3.5,700,No,No,3364,4683703420,64 Marathahalli Bangalore
Bakery Sweet,Mexican,BTM Layout,3.9,500,Yes,Yes,2231,5977686955,80 Indiranagar Bangalore
Ice Cream Parlor,Italian,Electronic City,4.6,2000,Yes,No,2175,1842660526,39 Koramangala Bangalore
Italian Bistro,French,Koramangala,4.0,700,No,No,2805,4177776175,51 Koramangala Bangalore
Mediterranean Delight,Indian,MG Road,3.9,500,Yes,No,2186,8711819698,54 MG Road Bangalore
Thai Paradise,Fast Food,BTM Layout,3.2,1000,Yes,Yes,2374,3056750482,54 Indiranagar Bangalore
Mediterranean Delight,American,MG Road,4.6,1000,No,Yes,2348,9074533987,99 Whitefield Bangalore
Bakery Sweet,Fast Food,Indiranagar,3.5,300,Yes,Yes,2635,2400195115,10 Brigade Road Bangalore
Steak House,Mediterranean,Electronic City,4.7,1500,No,No,3489,42218561,95 HSR Layout Bangalore
Sushi House,French,JP Nagar,3.6,700,Yes,Yes,625,9220792030,19 Marathahalli Bangalore
Taco Bell,Mediterranean,JP Nagar,4.0,1500,No,Yes,2379,4849177832,25 Marathahalli Bangalore
Pizza Express,Chinese,Koramangala,3.3,1000,No,Yes,807,6058499629,96 MG Road Bangalore
BBQ Junction,Italian,Whitefield,3.2,300,Yes,No,796,9799673638,1 Koramangala Bangalore
Curry House,Indian,Marathahalli,4.1,1500,No,Yes,783,5936387020,73 Electronic City Bangalore
Noodle Bar,Continental,Indiranagar,4.9,300,Yes,No,3914,6005870741,11 Electronic City Bangalore
Ice Cream Parlor,Fast Food,MG Road,3.7,500,No,Yes,1261,6637609496,52 HSR Layout Bangalore
Spice Garden,Indian,Brigade Road,3.0,500,Yes,Yes,4071,239461535,53 Koramangala Bangalore
Taco Bell,Italian,Marathahalli,4.3,300,Yes,Yes,1539,925816550,76 Indiranagar Bangalore
Mediterranean Delight,Indian,BTM Layout,3.4,1000,No,Yes,2897,6812250845,86 Whitefield Bangalore
Thai Paradise,Continental,HSR Layout,3.7,700,No,No,2994,8904539507,64 Electronic City Bangalore
Seafood Shack,French,Koramangala,4.8,700,Yes,No,3154,9166286946,73 Koramangala Bangalore
BBQ Junction,Japanese,Marathahalli,3.1,300,No,Yes,1751,5967796184,83 JP Nagar Bangalore
Seafood Shack,Indian,MG Road,4.1,1500,Yes,No,1657,4938657222,46 Koramangala Bangalore
Spice Garden,Korean,Whitefield,4.7,1000,Yes,No,1349,8941310161,20 JP Nagar Bangalore
Mexican Fiesta,Fast Food,Brigade Road,4.9,1500,No,No,1800,330733277,82 Indiranagar Bangalore
Spice Garden,Fast Food,Whitefield,3.1,300,Yes,Yes,2595,4415399232,20 BTM Layout Bangalore
Fried Chicken Co,French,Koramangala,4.3,1000,No,No,4016,7263762655,69 Koramangala Bangalore
Spice Garden,Indian,Whitefield,4.4,1500,Yes,No,2984,3500500578,9 MG Road Bangalore
Steak House,Continental,Brigade Road,4.6,1500,No,Yes,3422,6919733689,74 Brigade Road Bangalore
BBQ Junction,Continental,Marathahalli,4.2,2000,Yes,No,4689,1262977067,57 Marathahalli Bangalore
Noodle Bar,American,Electronic City,3.3,1000,Yes,Yes,3344,9822836910,73 Brigade Road Bangalore
Italian Bistro,Mediterranean,JP Nagar,3.4,1500,No,Yes,3122,2348456135,57 Indiranagar Bangalore
Vegan Heaven,Japanese,HSR Layout,3.1,1000,Yes,Yes,88,9718552525,13 Brigade Road Bangalore
Spice Garden,American,HSR Layout,3.2,2000,Yes,No,2322,8036376493,4 Indiranagar Bangalore
Vegan Heaven,Chinese,Whitefield,3.6,1000,No,Yes,3589,7561549018,98 Indiranagar Bangalore
Coffee Corner,Thai,Marathahalli,4.1,500,No,No,1011,1397763687,99 BTM Layout Bangalore
Coffee Corner,French,JP Nagar,3.5,1000,No,No,3211,1973328310,8 Brigade Road Bangalore
Pizza Express,Thai,HSR Layout,4.0,1500,Yes,Yes,4688,521000233,38 Marathahalli Bangalore
Bakery Sweet,Korean,Brigade Road,4.2,1500,No,Yes,884,4891107051,47 Whitefield Bangalore
Noodle Bar,Continental,JP Nagar,4.9,300,Yes,Yes,353,1886942053,70 Electronic City Bangalore
Coffee Corner,Italian,Whitefield,3.2,1000,No,No,149,8832007884,15 JP Nagar Bangalore
Bakery Sweet,French,Indiranagar,4.5,500,Yes,No,2750,9299058505,84 Whitefield Bangalore
Spice Garden,American,Whitefield,4.5,1500,Yes,Yes,4140,6984884715,33 Indiranagar Bangalore
Taco Bell,American,Brigade Road,3.9,700,No,No,1838,1075398400,57 Electronic City Bangalore
Mexican Fiesta,Mexican,Electronic City,4.9,300,Yes,No,2559,2017668911,78 HSR Layout Bangalore
Fried Chicken Co,Chinese,Indiranagar,3.0,700,Yes,No,2474,9577295386,18 HSR Layout Bangalore
Coffee Corner,Indian,MG Road,4.7,1000,No,No,1105,9726196724,79 BTM Layout Bangalore
Sushi House,Italian,Marathahalli,4.4,300,No,Yes,4699,6774513294,43 HSR Layout Bangalore
Bakery Sweet,Mediterranean,Koramangala,4.9,2000,No,Yes,4019,3473730272,71 Brigade Road Bangalore
Ice Cream Parlor,Chinese,Electronic City,3.6,1000,Yes,No,431,529309712,76 HSR Layout Bangalore
Spice Garden,Italian,HSR Layout,4.4,1500,Yes,Yes,1721,5813760353,47 Indiranagar Bangalore
Noodle Bar,American,Koramangala,4.5,500,Yes,Yes,2255,5782797454,81 MG Road Bangalore
Pizza Express,Thai,BTM Layout,4.4,1000,No,No,4279,6095226078,91 Whitefield Bangalore
Golden Dragon,Thai,MG Road,3.8,1500,No,Yes,1603,2893326829,17 Marathahalli Bangalore
Burger Palace,American,Koramangala,4.2,500,Yes,Yes,421,3639709584,63 BTM Layout Bangalore
Burger Palace,French,Koramangala,3.8,1000,Yes,Yes,2260,3772467279,42 JP Nagar Bangalore
Seafood Shack,American,BTM Layout,3.1,1000,Yes,No,4549,8531864106,10 Electronic City Bangalore
Thai Paradise,Mexican,MG Road,4.1,2000,Yes,Yes,1459,183730373,82 Marathahalli Bangalore
Steak House,Chinese,Indiranagar,5.0,1500,Yes,Yes,2954,2168904287,30 BTM Layout Bangalore
Steak House,Korean,BTM Layout,4.8,1000,No,No,4531,9964399987,98 Koramangala Bangalore
Bakery Sweet,Fast Food,HSR Layout,4.5,700,No,No,1847,5224321907,90 Whitefield Bangalore
Vegan Heaven,Mexican,Indiranagar,4.4,2000,No,Yes,3566,8473392891,29 BTM Layout Bangalore
Sushi House,Thai,BTM Layout,3.2,300,Yes,Yes,2984,3439785493,67 Marathahalli Bangalore
Italian Bistro,Japanese,Marathahalli,4.8,1000,Yes,No,1077,7377142252,46 HSR Layout Bangalore
Mediterranean Delight,American,JP Nagar,4.0,1000,Yes,No,4750,3179305366,23 Electronic City Bangalore
Noodle Bar,Mediterranean,Indiranagar,3.1,500,Yes,No,2219,804735024,97 MG Road Bangalore
Burger Palace,Italian,Koramangala,4.1,500,Yes,No,4000,2679026274,98 JP Nagar Bangalore
Vegan Heaven,French,Koramangala,3.9,1000,No,No,3454,2190531,84 HSR Layout Bangalore
Taco Bell,American,JP Nagar,4.2,500,Yes,Yes,368,3449614147,29 Brigade Road Bangalore
Sushi House,Thai,HSR Layout,3.3,700,Yes,Yes,102,2874568461,82 BTM Layout Bangalore
Spice Garden,Chinese,Indiranagar,4.2,700,Yes,Yes,4397,3997264803,41 BTM Layout Bangalore
BBQ Junction,Mediterranean,Brigade Road,3.2,1500,No,No,1838,3182438347,47 Electronic City Bangalore
Italian Bistro,Chinese,Electronic City,4.2,300,No,Yes,1088,7025561078,5 JP Nagar Bangalore
Mexican Fiesta,Italian,HSR Layout,4.2,300,No,No,2281,8187542059,12 Brigade Road Bangalore
Steak House,American,Electronic City,4.1,1500,Yes,Yes,1889,3745321749,89 Whitefield Bangalore
Fried Chicken Co,Italian,BTM Layout,3.7,2000,No,Yes,1668,192460139,99 JP Nagar Bangalore
Pizza Express,American,JP Nagar,4.9,300,Yes,Yes,3066,9380868945,49 Brigade Road Bangalore
Mediterranean Delight,Mediterranean,Koramangala,3.8,2000,Yes,No,318,4468596387,33 HSR Layout Bangalore
Coffee Corner,Italian,Indiranagar,3.6,1500,No,No,479,8784322349,99 Brigade Road Bangalore
Italian Bistro,Continental,Brigade Road,4.8,1000,Yes,No,3668,3403781547,39 MG Road Bangalore
Italian Bistro,Mediterranean,Electronic City,5.0,1500,Yes,Yes,4738,2081150732,36 Electronic City Bangalore
Taco Bell,Indian,Indiranagar,3.7,2000,Yes,No,663,6158704583,34 Indiranagar Bangalore
Noodle Bar,Japanese,MG Road,4.5,700,No,No,2298,812716794,62 Indiranagar Bangalore
Vegan Heaven,Mediterranean,Marathahalli,3.9,1000,Yes,No,3888,5940451600,11 Brigade Road Bangalore
Italian Bistro,Italian,Whitefield,3.7,2000,Yes,Yes,4207,8473083210,71 Whitefield Bangalore
Seafood Shack,Continental,Koramangala,4.9,1000,Yes,No,2531,8847710695,75 Electronic City Bangalore
Curry House,American,JP Nagar,4.0,2000,Yes,No,2976,5384561058,11 HSR Layout Bangalore
Thai Paradise,Thai,Electronic City,4.6,1000,No,Yes,2860,4642482951,61 BTM Layout Bangalore
Taco Bell,Continental,BTM Layout,3.2,1000,Yes,Yes,1152,5076652895,90 Brigade Road Bangalore
Thai Paradise,French,Marathahalli,4.8,1000,Yes,Yes,738,8945833865,48 HSR Layout Bangalore
Golden Dragon,Mediterranean,Marathahalli,3.7,500,No,Yes,2386,922151342,68 MG Road Bangalore
Bakery Sweet,Fast Food,Brigade Road,4.8,1000,No,No,1357,7751022631,62 HSR Layout Bangalore
Curry House,Fast Food,Brigade Road,4.2,700,Yes,No,4762,537711385,65 JP Nagar Bangalore
Thai Paradise,Continental,JP Nagar,3.4,1000,No,No,3394,7461298656,52 HSR Layout Bangalore
Fried Chicken Co,Chinese,Brigade Road,4.9,500,Yes,Yes,1618,4570880595,49 Koramangala Bangalore
Curry House,Japanese,HSR Layout,4.2,700,Yes,No,629,8274094125,12 Brigade Road Bangalore
Vegan Heaven,Fast Food,BTM Layout,4.6,700,Yes,Yes,4363,2860141155,54 Brigade Road Bangalore
Burger Palace,Thai,Indiranagar,4.4,2000,No,Yes,3410,8344411003,43 Marathahalli Bangalore
Thai Paradise,Mediterranean,Indiranagar,3.7,1000,Yes,Yes,4777,1593531968,22 Marathahalli Bangalore
Taco Bell,Thai,HSR Layout,4.9,2000,No,No,3763,6892749993,38 Brigade Road Bangalore
Seafood Shack,Japanese,Marathahalli,4.7,300,No,No,2886,2265483926,52 MG Road Bangalore
Coffee Corner,Thai,BTM Layout,5.0,700,No,Yes,1991,6392826696,90 BTM Layout Bangalore
Coffee Corner,American,JP Nagar,4.3,500,No,Yes,1750,98118452,26 HSR Layout Bangalore
Burger Palace,Italian,Brigade Road,4.9,1000,Yes,No,156,7122186816,62 Whitefield Bangalore
Sushi House,American,HSR Layout,3.3,2000,Yes,No,1206,5896279223,92 Electronic City Bangalore
Mexican Fiesta,Japanese,Marathahalli,4.9,2000,No,Yes,1176,9076705417,24 Brigade Road Bangalore
Steak House,Japanese,BTM Layout,3.5,300,Yes,Yes,3362,8787833468,85 Electronic City Bangalore
Vegan Heaven,Italian,Indiranagar,3.3,500,No,No,4430,5911034881,86 Whitefield Bangalore
Curry House,Mexican,JP Nagar,4.9,700,Yes,Yes,854,1359202740,50 Indiranagar Bangalore
Italian Bistro,Thai,JP Nagar,4.1,1000,Yes,No,338,1404792537,88 Brigade Road Bangalore
Steak House,Chinese,Koramangala,4.9,1500,No,No,4292,1422414397,4 Brigade Road Bangalore
Sushi House,Continental,Marathahalli,3.2,700,No,No,4311,7124051660,83 BTM Layout Bangalore
Pizza Express,Fast Food,Brigade Road,3.9,700,Yes,No,4485,5829487628,70 Koramangala Bangalore
Mexican Fiesta,Italian,MG Road,3.6,500,No,No,466,1881392708,10 BTM Layout Bangalore
Italian Bistro,Japanese,Electronic City,3.4,300,Yes,No,1902,8608614916,49 BTM Layout Bangalore
Vegan Heaven,Chinese,HSR Layout,4.7,1000,No,Yes,3366,7631670715,39 Indiranagar Bangalore
Noodle Bar,Korean,MG Road,3.2,1500,Yes,No,2333,8508603412,91 JP Nagar Bangalore
Golden Dragon,French,BTM Layout,4.2,500,Yes,No,4040,6682910768,53 Koramangala Bangalore
Noodle Bar,Mediterranean,HSR Layout,4.0,2000,Yes,Yes,2382,3934300754,27 MG Road Bangalore
Taco Bell,Italian,Koramangala,4.2,700,Yes,Yes,1339,2601249329,73 BTM Layout Bangalore
Ice Cream Parlor,Korean,Brigade Road,4.7,2000,No,Yes,301,7600888780,40 JP Nagar Bangalore
Pizza Express,Indian,Whitefield,3.6,1500,No,Yes,2893,3915409230,13 Electronic City Bangalore
Noodle Bar,Mediterranean,MG Road,4.7,300,No,Yes,2533,8719284087,70 Whitefield Bangalore
Thai Paradise,Korean,Marathahalli,4.2,700,Yes,Yes,791,2244627198,89 BTM Layout Bangalore
Burger Palace,Continental,Indiranagar,4.4,2000,Yes,Yes,4423,1290528076,76 Indiranagar Bangalore
Golden Dragon,Mediterranean,Whitefield,3.6,500,No,No,4622,6067133995,52 HSR Layout Bangalore
Golden Dragon,Indian,BTM Layout,4.1,300,No,No,4905,6524656409,67 Indiranagar Bangalore
Pizza Express,Indian,Koramangala,3.2,700,Yes,No,2913,2659746206,71 Electronic City Bangalore
Ice Cream Parlor,Continental,HSR Layout,3.5,2000,Yes,No,1336,5285658174,85 Brigade Road Bangalore
Sushi House,Thai,Indiranagar,4.3,1000,No,Yes,169,8625230109,77 JP Nagar Bangalore
Steak House,Chinese,Electronic City,3.9,500,No,Yes,1825,7445733090,30 Brigade Road Bangalore
Mexican Fiesta,Japanese,BTM Layout,4.1,700,Yes,No,1956,6168942815,31 MG Road Bangalore
